zin_id;start;annotatie;goedgekeurd;drex_alleen_labels;conf_alleen_labels;p_goedgekeurd_alleen_labels;verificatie_noul
5015;0;ow;ow;ow;0.9254;0.9360;0.8796
5015;2;bwb;bwb;bwb;0.9026;0.9165;0.9084
5016;0;ow;ow;ow;0.9920;0.9932;0.9782
5016;2;lv;lv;lv;0.3599;0.4514;0.8544
5017;0;bwb;bwb;bwb;0.9889;0.9905;0.9300
5017;2;ow;ow;ow;0.9824;0.9849;0.9625
5017;3;lv;lv;lv;0.6913;0.7354;0.9323
5018;0;ow;ow;ow;0.9886;0.9902;0.9436
5018;2;bwb;bwb;bwb;0.5271;0.5947;0.7659
5019;1;ow;ow;ow;0.9477;0.9552;0.8180
5019;2;mv;mv;mv;0.4786;0.5531;0.7612
5019;3;lv;lv;lv;0.4895;0.5624;0.7363
5020;0;ow;ow;ow;0.9924;0.9935;0.9857
5020;3;lv;lv;lv;0.4492;0.5279;0.8813
5021;0;ow;ow;ow;0.9955;0.9961;0.9705
5021;2;bwb;bwb;bwb;0.5430;0.6083;0.7479
5022;0;ow;ow;ow;0.9850;0.9871;0.9110
5022;2;lv;lv;lv;0.9418;0.9501;0.8613
5023;0;ow;ow;ow;0.9488;0.9561;0.9391
5023;3;mv;mv;mv;0.3466;0.4399;0.6253
5023;4;lv;lv;lv;0.3396;0.4339;0.8595
5024;0;bwb;bwb;bwb;0.7761;0.8080;0.8109
5024;3;ow;ow;ow;0.9809;0.9836;0.9698
5024;4;bwb;bwb;bwb;0.7705;0.8033;0.8117
5025;1;ow;ow;ow;0.6872;0.7318;0.7800
5025;2;mv;mv;lv;0.3166;0.3893;0.5965
5025;3;lv;lv;lv;0.5121;0.5818;0.8126
5026;0;ow;ow;ow;0.8577;0.8780;0.8709
5027;1;ow;ow;lv;0.3653;0.3857;0.5877
5028;0;ow;ow;ow;0.9546;0.9611;0.9271
5029;0;ow;ow;ow;0.8475;0.8693;0.9470
5030;1;ow;ow;ow;0.3615;0.4527;0.6270
5031;0;ow;ow;ow;0.9834;0.9858;0.9108
5032;0;ow;ow;ow;0.9136;0.9259;0.9218
5033;0;ow;ow;ow;0.9856;0.9877;0.9240
5034;0;ow;ow;ow;0.9840;0.9862;0.9511
5034;4;lv;lv;ow;0.7203;0.1101;0.2198
5035;0;lv;lv;ow;0.7229;0.2209;0.6420
5035;3;ow;ow;ow;0.6557;0.7049;0.8342
5036;1;ow;ow;ow;0.7448;0.7812;0.6020
5036;2;lv;lv;lv;0.4420;0.5217;0.5894
5037;0;ow;ow;ow;0.9818;0.9844;0.9360
5037;4;bwb;bwb;bwb;0.6096;0.6654;0.7819
5038;0;ow;ow;ow;0.9381;0.9469;0.9676
5038;3;bwb;bwb;ow;0.2849;0.1309;0.7504
5039;0;bwb;bwb;bwb;0.9771;0.9803;0.9069
5039;2;ow;ow;ow;0.8145;0.8410;0.7897
5040;0;bwb;bwb;bwb;0.7127;0.7537;0.7602
5040;2;ow;ow;ow;0.6234;0.6772;0.6456
5041;1;ow;ow;ow;0.9886;0.9902;0.8317
5041;2;bwb;bwb;bwb;0.5090;0.5791;0.6409
5042;0;ow;ow;ow;0.9888;0.9904;0.9613
5042;3;bwb;bwb;ng;0.7880;0.0884;0.5847
5043;0;ow;ow;ow;0.9880;0.9897;0.9389
5043;3;bwb;bwb;bwb;0.3231;0.4198;0.6341
5044;0;bwb;bwb;bwb;0.6790;0.7249;0.8544
5044;4;ow;ow;ow;0.3562;0.4482;0.6427
5045;0;bwb;bwb;bwb;0.9288;0.9390;0.9007
5045;4;ow;ow;ow;0.7891;0.8192;0.6341
5046;0;bwb;bwb;bwb;0.8934;0.9086;0.9007
5046;4;ow;ow;ow;0.8462;0.8681;0.7509
5047;0;ow;ow;ow;0.9926;0.9936;0.9815
5047;3;bwb;bwb;bwb;0.7073;0.7492;0.7584
5048;0;bwb;bwb;bwb;0.9701;0.9744;0.8683
5048;2;ow;ow;ow;0.9801;0.9829;0.9731
5048;3;bwb;bwb;bwb;0.3887;0.4760;0.6937
5049;0;ow;ow;ow;0.9821;0.9847;0.9700
5049;2;mv;mv;ow;0.6436;0.1444;0.7126
5049;3;lv;lv;lv;0.3930;0.4797;0.6597
5050;0;ow;ow;ow;0.7299;0.7685;0.8572
5050;3;mv;mv;mv;0.6155;0.6704;0.6505
5050;4;lv;lv;vv;0.1803;0.2819;0.5887
5051;0;mv;mv;mv;0.4485;0.5273;0.8453
5051;3;ow;ow;ow;0.7045;0.7467;0.8098
5051;4;lv;lv;lv;0.4864;0.5598;0.7859
5052;0;bwb;bwb;bwb;0.9736;0.9774;0.8540
5052;2;ow;ow;ow;0.9212;0.9325;0.9513
5052;3;mv;mv;mv;0.4720;0.5474;0.8179
5052;4;lv;lv;lv;0.6651;0.7129;0.9455
5053;0;ow;ow;ow;0.8454;0.8675;0.9148
5053;2;mv;mv;mv;0.7286;0.7673;0.8686
5053;4;lv;lv;lv;0.4810;0.5551;0.9164
